Date;JourDeLaSemaine;CSP;Volume
2017-06-08;Jeudi;CSP+;329
2017-06-08;Jeudi;CSP+;3104
2017-06-08;Jeudi;CSP+;45
2017-06-08;Jeudi;CSP+;122
2017-06-08;Jeudi;CSP+;45
2017-06-08;Jeudi;CSP+;201
2017-06-08;Jeudi;NR;58
2017-06-08;Jeudi;NR;111
2017-06-08;Jeudi;NR;58
2017-06-08;Jeudi;NR;3294
2017-06-08;Jeudi;Populaire;58
2017-06-08;Jeudi;Populaire;58
2017-06-08;Jeudi;Populaire;311
2017-06-08;Jeudi;Populaire;1984
2017-06-08;Jeudi;Populaire;#
2017-06-08;Jeudi;Populaire;418
2017-06-08;Jeudi;Populaire;#
2017-06-08;Jeudi;Populaire;283
2017-06-08;Jeudi;Populaire;152
2017-06-08;Jeudi;Populaire;938
2017-06-08;Jeudi;Populaire;112
2017-06-08;Jeudi;Populaire;665
2017-06-08;Jeudi;Populaire;94
2017-06-08;Jeudi;Populaire;228
2017-06-08;Jeudi;Populaire;114
2017-06-08;Jeudi;Populaire;1442
2017-06-08;Jeudi;Populaire;133
2017-06-09;Vendredi;CSP en croissance;44
2017-06-09;Vendredi;CSP en croissance;44
2017-06-09;Vendredi;CSP en croissance;184
2017-06-09;Vendredi;CSP en croissance;2036
2017-06-09;Vendredi;CSP en croissance;52
2017-06-09;Vendredi;CSP en croissance;761
2017-06-09;Vendredi;CSP en croissance;#
2017-06-09;Vendredi;CSP en croissance;325
2017-06-09;Vendredi;CSP en croissance;3712
2017-06-09;Vendredi;CSP en croissance;37
2017-06-09;Vendredi;CSP en croissance;338
2017-06-09;Vendredi;CSP+;44
2017-06-09;Vendredi;CSP+;44
2017-06-09;Vendredi;CSP+;229
2017-06-09;Vendredi;CSP+;1487
2017-06-09;Vendredi;CSP+;60
2017-06-09;Vendredi;CSP+;719
2017-06-09;Vendredi;CSP+;70
2017-06-09;Vendredi;CSP+;431
2017-06-09;Vendredi;CSP+;95
2017-06-09;Vendredi;CSP+;510
2017-06-09;Vendredi;CSP+;331
2017-06-09;Vendredi;CSP+;3029
2017-06-09;Vendredi;CSP+;28
2017-06-09;Vendredi;CSP+;143
2017-06-09;Vendredi;CSP+;98
2017-06-09;Vendredi;NR;44
2017-06-09;Vendredi;NR;142
2017-06-09;Vendredi;NR;44
2017-06-09;Vendredi;NR;2983
2017-06-09;Vendredi;Populaire;44
2017-06-09;Vendredi;Populaire;44
2017-06-09;Vendredi;Populaire;289
2017-06-09;Vendredi;Populaire;2020
2017-06-09;Vendredi;Populaire;386
2017-06-09;Vendredi;Populaire;54
2017-06-09;Vendredi;Populaire;325
2017-06-09;Vendredi;Populaire;95
2017-06-09;Vendredi;Populaire;885
2017-06-09;Vendredi;Populaire;85
2017-06-09;Vendredi;Populaire;684
2017-06-09;Vendredi;Populaire;29
2017-06-09;Vendredi;Populaire;197
2017-06-09;Vendredi;Populaire;124
2017-06-09;Vendredi;Populaire;1490
2017-06-09;Vendredi;Populaire;#
2017-06-09;Vendredi;Populaire;133
2017-06-10;Samedi;CSP en croissance;205
2017-06-10;Samedi;CSP en croissance;1874
2017-06-10;Samedi;CSP en croissance;40
2017-06-10;Samedi;CSP en croissance;637
2017-06-10;Samedi;CSP en croissance;59
2017-06-10;Samedi;CSP en croissance;295
2017-06-10;Samedi;CSP en croissance;3631
2017-06-10;Samedi;CSP en croissance;120
2017-06-10;Samedi;CSP en croissance;550
2017-06-10;Samedi;CSP+;#
2017-06-10;Samedi;CSP+;891
2017-06-10;Samedi;CSP+;101
2017-06-10;Samedi;CSP+;649
2017-06-10;Samedi;CSP+;#
2017-06-10;Samedi;CSP+;345
2017-06-10;Samedi;CSP+;54
2017-06-10;Samedi;CSP+;489
2017-06-10;Samedi;CSP+;282
2017-06-10;Samedi;CSP+;2810
2017-06-10;Samedi;CSP+;124
2017-06-10;Samedi;CSP+;187
2017-06-10;Samedi;CSP+;62
2017-06-10;Samedi;CSP+;178
2017-06-10;Samedi;NR;181
2017-06-10;Samedi;NR;204
2017-06-10;Samedi;NR;1820
2017-06-10;Samedi;Populaire;195
2017-06-10;Samedi;Populaire;1861
2017-06-10;Samedi;Populaire;35
2017-06-10;Samedi;Populaire;414
2017-06-10;Samedi;Populaire;26
2017-06-10;Samedi;Populaire;199
2017-06-10;Samedi;Populaire;159
2017-06-10;Samedi;Populaire;953
2017-06-10;Samedi;Populaire;34
2017-06-10;Samedi;Populaire;557
2017-06-10;Samedi;Populaire;118
2017-06-10;Samedi;Populaire;330
2017-06-10;Samedi;Populaire;143
2017-06-10;Samedi;Populaire;1528
2017-06-10;Samedi;Populaire;195
2017-06-11;Dimanche;CSP en croissance;#
2017-06-11;Dimanche;CSP en croissance;170
2017-06-11;Dimanche;CSP en croissance;#
2017-06-11;Dimanche;CSP en croissance;170
2017-06-11;Dimanche;CSP en croissance;53
2017-06-11;Dimanche;CSP en croissance;813
2017-06-11;Dimanche;CSP en croissance;48
2017-06-11;Dimanche;CSP en croissance;453
2017-06-11;Dimanche;CSP en croissance;23
2017-06-11;Dimanche;CSP en croissance;42
2017-06-11;Dimanche;CSP en croissance;341
2017-06-11;Dimanche;CSP en croissance;2799
2017-06-11;Dimanche;CSP en croissance;64
2017-06-11;Dimanche;CSP en croissance;346
2017-06-11;Dimanche;CSP+;#
2017-06-11;Dimanche;CSP+;170
2017-06-11;Dimanche;CSP+;#
2017-06-11;Dimanche;CSP+;170
2017-06-11;Dimanche;CSP+;#
2017-06-11;Dimanche;CSP+;196
2017-06-11;Dimanche;CSP+;118
2017-06-11;Dimanche;CSP+;456
2017-06-11;Dimanche;CSP+;#
2017-06-11;Dimanche;CSP+;95
2017-06-11;Dimanche;CSP+;34
2017-06-11;Dimanche;CSP+;407
2017-06-11;Dimanche;CSP+;266
2017-06-11;Dimanche;CSP+;2906
2017-06-11;Dimanche;CSP+;82
2017-06-11;Dimanche;CSP+;74
2017-06-11;Dimanche;NR;#
2017-06-11;Dimanche;NR;285
2017-06-11;Dimanche;NR;#
2017-06-11;Dimanche;NR;242
2017-06-11;Dimanche;Populaire;#
2017-06-11;Dimanche;Populaire;170
2017-06-11;Dimanche;Populaire;#
2017-06-11;Dimanche;Populaire;170
2017-06-11;Dimanche;Populaire;103
2017-06-11;Dimanche;Populaire;1089
2017-06-11;Dimanche;Populaire;#
2017-06-11;Dimanche;Populaire;243
2017-06-11;Dimanche;Populaire;135
2017-06-11;Dimanche;Populaire;94
2017-06-11;Dimanche;Populaire;464
2017-06-11;Dimanche;Populaire;131
2017-06-11;Dimanche;Populaire;42
2017-06-11;Dimanche;Populaire;257
2017-06-11;Dimanche;Populaire;76
2017-06-11;Dimanche;Populaire;944
2017-06-11;Dimanche;Populaire;98
2017-06-12;Lundi;CSP en croissance;197
2017-06-12;Lundi;CSP en croissance;1646
2017-06-12;Lundi;CSP en croissance;46
2017-06-12;Lundi;CSP en croissance;497
2017-06-12;Lundi;CSP en croissance;#
2017-06-12;Lundi;CSP en croissance;458
2017-06-12;Lundi;CSP en croissance;3645
2017-06-12;Lundi;CSP en croissance;69
2017-06-12;Lundi;CSP en croissance;338
2017-06-12;Lundi;CSP+;80
2017-06-12;Lundi;CSP+;997
2017-06-12;Lundi;CSP+;87
2017-06-12;Lundi;CSP+;503
2017-06-12;Lundi;CSP+;411
2017-06-12;Lundi;CSP+;60
2017-06-12;Lundi;CSP+;350
2017-06-12;Lundi;CSP+;378
2017-06-12;Lundi;CSP+;3080
2017-06-12;Lundi;CSP+;22
2017-06-12;Lundi;CSP+;132
2017-06-12;Lundi;CSP+;133
2017-06-12;Lundi;NR;#
2017-06-12;Lundi;NR;218
2017-06-12;Lundi;NR;493
2017-06-12;Lundi;NR;2964
2017-06-12;Lundi;Populaire;205
2017-06-12;Lundi;Populaire;1740
2017-06-12;Lundi;Populaire;#
2017-06-12;Lundi;Populaire;184
2017-06-12;Lundi;Populaire;31
2017-06-12;Lundi;Populaire;284
2017-06-12;Lundi;Populaire;162
2017-06-12;Lundi;Populaire;800
2017-06-12;Lundi;Populaire;107
2017-06-12;Lundi;Populaire;675
2017-06-12;Lundi;Populaire;36
2017-06-12;Lundi;Populaire;195
2017-06-12;Lundi;Populaire;140
2017-06-12;Lundi;Populaire;1219
2017-06-12;Lundi;Populaire;143
2017-06-13;Mardi;CSP en croissance;36
2017-06-13;Mardi;CSP en croissance;342
2017-06-13;Mardi;CSP en croissance;36
2017-06-13;Mardi;CSP en croissance;342
2017-06-13;Mardi;CSP en croissance;197
2017-06-13;Mardi;CSP en croissance;1783
2017-06-13;Mardi;CSP en croissance;130
2017-06-13;Mardi;CSP en croissance;732
2017-06-13;Mardi;CSP en croissance;#
2017-06-13;Mardi;CSP en croissance;396
2017-06-13;Mardi;CSP en croissance;3785
2017-06-13;Mardi;CSP en croissance;151
2017-06-13;Mardi;CSP en croissance;657
2017-06-13;Mardi;CSP+;36
2017-06-13;Mardi;CSP+;342
2017-06-13;Mardi;CSP+;36
2017-06-13;Mardi;CSP+;342
2017-06-13;Mardi;CSP+;154
2017-06-13;Mardi;CSP+;1419
2017-06-13;Mardi;CSP+;75
2017-06-13;Mardi;CSP+;585
2017-06-13;Mardi;CSP+;34
2017-06-13;Mardi;CSP+;602
2017-06-13;Mardi;CSP+;109
2017-06-13;Mardi;CSP+;444
2017-06-13;Mardi;CSP+;219
2017-06-13;Mardi;CSP+;2877
2017-06-13;Mardi;CSP+;21
2017-06-13;Mardi;CSP+;89
2017-06-13;Mardi;CSP+;46
2017-06-13;Mardi;CSP+;235
2017-06-13;Mardi;NR;36
2017-06-13;Mardi;NR;465
2017-06-13;Mardi;NR;55
2017-06-13;Mardi;NR;439
2017-06-13;Mardi;Populaire;36
2017-06-13;Mardi;Populaire;342
2017-06-13;Mardi;Populaire;36
2017-06-13;Mardi;Populaire;342
2017-06-13;Mardi;Populaire;193
2017-06-13;Mardi;Populaire;1752
2017-06-13;Mardi;Populaire;27
2017-06-13;Mardi;Populaire;524
2017-06-13;Mardi;Populaire;279
2017-06-13;Mardi;Populaire;252
2017-06-13;Mardi;Populaire;1024
2017-06-13;Mardi;Populaire;30
2017-06-13;Mardi;Populaire;590
2017-06-13;Mardi;Populaire;36
2017-06-13;Mardi;Populaire;229
2017-06-13;Mardi;Populaire;113
2017-06-13;Mardi;Populaire;1407
2017-06-13;Mardi;Populaire;31
2017-06-13;Mardi;Populaire;122
2017-06-14;Mercredi;CSP en croissance;184
2017-06-14;Mercredi;CSP en croissance;1912
2017-06-14;Mercredi;CSP en croissance;114
2017-06-14;Mercredi;CSP en croissance;680
2017-06-14;Mercredi;CSP en croissance;#
2017-06-14;Mercredi;CSP en croissance;439
2017-06-14;Mercredi;CSP en croissance;3997
2017-06-14;Mercredi;CSP en croissance;44
2017-06-14;Mercredi;CSP en croissance;430
2017-06-14;Mercredi;CSP+;153
2017-06-14;Mercredi;CSP+;1443
2017-06-14;Mercredi;CSP+;114
2017-06-14;Mercredi;CSP+;741
2017-06-14;Mercredi;CSP+;61
2017-06-14;Mercredi;CSP+;561
2017-06-14;Mercredi;CSP+;96
2017-06-14;Mercredi;CSP+;327
2017-06-14;Mercredi;CSP+;336
2017-06-14;Mercredi;CSP+;2953
2017-06-14;Mercredi;CSP+;67
2017-06-14;Mercredi;CSP+;39
2017-06-14;Mercredi;CSP+;175
2017-06-14;Mercredi;NR;116
2017-06-14;Mercredi;NR;333
2017-06-14;Mercredi;NR;2731
2017-06-14;Mercredi;Populaire;300
2017-06-14;Mercredi;Populaire;1932
2017-06-14;Mercredi;Populaire;21
2017-06-14;Mercredi;Populaire;379
2017-06-14;Mercredi;Populaire;313
2017-06-14;Mercredi;Populaire;243
2017-06-14;Mercredi;Populaire;926
2017-06-14;Mercredi;Populaire;32
2017-06-14;Mercredi;Populaire;596
2017-06-14;Mercredi;Populaire;53
2017-06-14;Mercredi;Populaire;268
2017-06-14;Mercredi;Populaire;173
2017-06-14;Mercredi;Populaire;1425
2017-06-14;Mercredi;Populaire;137
2017-06-15;Jeudi;CSP en croissance;40
2017-06-15;Jeudi;CSP en croissance;40
2017-06-15;Jeudi;CSP en croissance;177
2017-06-15;Jeudi;CSP en croissance;1764
2017-06-15;Jeudi;CSP en croissance;119
2017-06-15;Jeudi;CSP en croissance;710
2017-06-15;Jeudi;CSP en croissance;54
2017-06-15;Jeudi;CSP en croissance;328
2017-06-15;Jeudi;CSP en croissance;3875
2017-06-15;Jeudi;CSP en croissance;#
2017-06-15;Jeudi;CSP en croissance;359
2017-06-15;Jeudi;CSP+;40
2017-06-15;Jeudi;CSP+;40
2017-06-15;Jeudi;CSP+;148
2017-06-15;Jeudi;CSP+;1391
2017-06-15;Jeudi;CSP+;#
2017-06-15;Jeudi;CSP+;553
2017-06-15;Jeudi;CSP+;33
2017-06-15;Jeudi;CSP+;488
2017-06-15;Jeudi;CSP+;72
2017-06-15;Jeudi;CSP+;416
2017-06-15;Jeudi;CSP+;363
2017-06-15;Jeudi;CSP+;3036
2017-06-15;Jeudi;CSP+;67
2017-06-15;Jeudi;CSP+;29
2017-06-15;Jeudi;CSP+;107
2017-06-15;Jeudi;NR;40
2017-06-15;Jeudi;NR;138
2017-06-15;Jeudi;NR;40
2017-06-15;Jeudi;NR;2693
2017-06-15;Jeudi;Populaire;40
2017-06-15;Jeudi;Populaire;40
2017-06-15;Jeudi;Populaire;299
2017-06-15;Jeudi;Populaire;1811
2017-06-15;Jeudi;Populaire;30
2017-06-15;Jeudi;Populaire;349
2017-06-15;Jeudi;Populaire;#
2017-06-15;Jeudi;Populaire;248
2017-06-15;Jeudi;Populaire;213
2017-06-15;Jeudi;Populaire;860
2017-06-15;Jeudi;Populaire;68
2017-06-15;Jeudi;Populaire;753
2017-06-15;Jeudi;Populaire;113
2017-06-15;Jeudi;Populaire;291
2017-06-15;Jeudi;Populaire;130
2017-06-15;Jeudi;Populaire;1362
2017-06-15;Jeudi;Populaire;90
2017-06-16;Vendredi;CSP en croissance;41
2017-06-16;Vendredi;CSP en croissance;361
2017-06-16;Vendredi;CSP en croissance;41
2017-06-16;Vendredi;CSP en croissance;361
2017-06-16;Vendredi;CSP en croissance;221
2017-06-16;Vendredi;CSP en croissance;1838
2017-06-16;Vendredi;CSP en croissance;107
2017-06-16;Vendredi;CSP en croissance;707
2017-06-16;Vendredi;CSP en croissance;55
2017-06-16;Vendredi;CSP en croissance;404
2017-06-16;Vendredi;CSP en croissance;3859
2017-06-16;Vendredi;CSP en croissance;33
2017-06-16;Vendredi;CSP en croissance;458
2017-06-16;Vendredi;CSP+;41
2017-06-16;Vendredi;CSP+;361
2017-06-16;Vendredi;CSP+;41
2017-06-16;Vendredi;CSP+;361
2017-06-16;Vendredi;CSP+;152
2017-06-16;Vendredi;CSP+;1644
2017-06-16;Vendredi;CSP+;160
2017-06-16;Vendredi;CSP+;714
2017-06-16;Vendredi;CSP+;33
2017-06-16;Vendredi;CSP+;557
2017-06-16;Vendredi;CSP+;63
2017-06-16;Vendredi;CSP+;383
2017-06-16;Vendredi;CSP+;362
2017-06-16;Vendredi;CSP+;3197
2017-06-16;Vendredi;CSP+;111
2017-06-16;Vendredi;CSP+;66
2017-06-16;Vendredi;CSP+;256
2017-06-16;Vendredi;NR;41
2017-06-16;Vendredi;NR;525
2017-06-16;Vendredi;NR;41
2017-06-16;Vendredi;NR;432
2017-06-16;Vendredi;Populaire;41
2017-06-16;Vendredi;Populaire;361
2017-06-16;Vendredi;Populaire;41
2017-06-16;Vendredi;Populaire;361
2017-06-16;Vendredi;Populaire;232
2017-06-16;Vendredi;Populaire;2045
2017-06-16;Vendredi;Populaire;363
2017-06-16;Vendredi;Populaire;#
2017-06-16;Vendredi;Populaire;288
2017-06-16;Vendredi;Populaire;135
2017-06-16;Vendredi;Populaire;1039
2017-06-16;Vendredi;Populaire;85
2017-06-16;Vendredi;Populaire;617
2017-06-16;Vendredi;Populaire;149
2017-06-16;Vendredi;Populaire;244
2017-06-16;Vendredi;Populaire;147
2017-06-16;Vendredi;Populaire;1541
2017-06-16;Vendredi;Populaire;54
2017-06-16;Vendredi;Populaire;213
2017-06-17;Samedi;CSP en croissance;122
2017-06-17;Samedi;CSP en croissance;1586
2017-06-17;Samedi;CSP en croissance;32
2017-06-17;Samedi;CSP en croissance;460
2017-06-17;Samedi;CSP en croissance;#
2017-06-17;Samedi;CSP en croissance;22
2017-06-17;Samedi;CSP en croissance;303
2017-06-17;Samedi;CSP en croissance;3185
2017-06-17;Samedi;CSP en croissance;37
2017-06-17;Samedi;CSP en croissance;401
2017-06-17;Samedi;CSP+;103
2017-06-17;Samedi;CSP+;800
2017-06-17;Samedi;CSP+;85
2017-06-17;Samedi;CSP+;716
2017-06-17;Samedi;CSP+;242
2017-06-17;Samedi;CSP+;#
2017-06-17;Samedi;CSP+;299
2017-06-17;Samedi;CSP+;252
2017-06-17;Samedi;CSP+;2902
2017-06-17;Samedi;CSP+;32
2017-06-17;Samedi;CSP+;135
2017-06-17;Samedi;CSP+;55
2017-06-17;Samedi;CSP+;239
2017-06-17;Samedi;NR;143
2017-06-17;Samedi;NR;79
2017-06-17;Samedi;NR;1888
2017-06-17;Samedi;Populaire;296
2017-06-17;Samedi;Populaire;1831
2017-06-17;Samedi;Populaire;27
2017-06-17;Samedi;Populaire;491
2017-06-17;Samedi;Populaire;#
2017-06-17;Samedi;Populaire;172
2017-06-17;Samedi;Populaire;126
2017-06-17;Samedi;Populaire;792
2017-06-17;Samedi;Populaire;32
2017-06-17;Samedi;Populaire;351
2017-06-17;Samedi;Populaire;121
2017-06-17;Samedi;Populaire;300
2017-06-17;Samedi;Populaire;113
2017-06-17;Samedi;Populaire;1124
2017-06-17;Samedi;Populaire;115
2017-06-18;Dimanche;CSP en croissance;#
2017-06-18;Dimanche;CSP en croissance;162
2017-06-18;Dimanche;CSP en croissance;#
2017-06-18;Dimanche;CSP en croissance;162
2017-06-18;Dimanche;CSP en croissance;56
2017-06-18;Dimanche;CSP en croissance;776
2017-06-18;Dimanche;CSP en croissance;22
2017-06-18;Dimanche;CSP en croissance;330
2017-06-18;Dimanche;CSP en croissance;#
2017-06-18;Dimanche;CSP en croissance;198
2017-06-18;Dimanche;CSP en croissance;2903
2017-06-18;Dimanche;CSP en croissance;48
2017-06-18;Dimanche;CSP en croissance;292
2017-06-18;Dimanche;CSP+;#
2017-06-18;Dimanche;CSP+;162
2017-06-18;Dimanche;CSP+;#
2017-06-18;Dimanche;CSP+;162
2017-06-18;Dimanche;CSP+;222
2017-06-18;Dimanche;CSP+;43
2017-06-18;Dimanche;CSP+;348
2017-06-18;Dimanche;CSP+;94
2017-06-18;Dimanche;CSP+;24
2017-06-18;Dimanche;CSP+;152
2017-06-18;Dimanche;CSP+;250
2017-06-18;Dimanche;CSP+;2832
2017-06-18;Dimanche;CSP+;68
2017-06-18;Dimanche;CSP+;#
2017-06-18;Dimanche;CSP+;181
2017-06-18;Dimanche;NR;#
2017-06-18;Dimanche;NR;308
2017-06-18;Dimanche;NR;#
2017-06-18;Dimanche;NR;222
2017-06-18;Dimanche;Populaire;#
2017-06-18;Dimanche;Populaire;162
2017-06-18;Dimanche;Populaire;#
2017-06-18;Dimanche;Populaire;162
2017-06-18;Dimanche;Populaire;106
2017-06-18;Dimanche;Populaire;1098
2017-06-18;Dimanche;Populaire;31
2017-06-18;Dimanche;Populaire;368
2017-06-18;Dimanche;Populaire;56
2017-06-18;Dimanche;Populaire;71
2017-06-18;Dimanche;Populaire;406
2017-06-18;Dimanche;Populaire;#
2017-06-18;Dimanche;Populaire;191
2017-06-18;Dimanche;Populaire;46
2017-06-18;Dimanche;Populaire;131
2017-06-18;Dimanche;Populaire;54
2017-06-18;Dimanche;Populaire;815
2017-06-18;Dimanche;Populaire;25
2017-06-18;Dimanche;Populaire;109
2017-06-19;Lundi;CSP en croissance;30
2017-06-19;Lundi;CSP en croissance;30
2017-06-19;Lundi;CSP en croissance;140
2017-06-19;Lundi;CSP en croissance;1315
2017-06-19;Lundi;CSP en croissance;102
2017-06-19;Lundi;CSP en croissance;500
2017-06-19;Lundi;CSP en croissance;24
2017-06-19;Lundi;CSP en croissance;43
2017-06-19;Lundi;CSP en croissance;292
2017-06-19;Lundi;CSP en croissance;3710
2017-06-19;Lundi;CSP en croissance;29
2017-06-19;Lundi;CSP en croissance;316
2017-06-19;Lundi;CSP+;30
2017-06-19;Lundi;CSP+;30
2017-06-19;Lundi;CSP+;101
2017-06-19;Lundi;CSP+;1039
2017-06-19;Lundi;CSP+;98
2017-06-19;Lundi;CSP+;602
2017-06-19;Lundi;CSP+;302
2017-06-19;Lundi;CSP+;27
2017-06-19;Lundi;CSP+;354
2017-06-19;Lundi;CSP+;271
2017-06-19;Lundi;CSP+;2817
2017-06-19;Lundi;CSP+;68
2017-06-19;Lundi;CSP+;37
2017-06-19;Lundi;CSP+;179
2017-06-19;Lundi;NR;30
2017-06-19;Lundi;NR;181
2017-06-19;Lundi;NR;30
2017-06-19;Lundi;NR;2661
2017-06-19;Lundi;Populaire;30
2017-06-19;Lundi;Populaire;30
2017-06-19;Lundi;Populaire;102
2017-06-19;Lundi;Populaire;1506
2017-06-19;Lundi;Populaire;26
2017-06-19;Lundi;Populaire;230
2017-06-19;Lundi;Populaire;26
2017-06-19;Lundi;Populaire;309
2017-06-19;Lundi;Populaire;158
2017-06-19;Lundi;Populaire;916
2017-06-19;Lundi;Populaire;104
2017-06-19;Lundi;Populaire;493
2017-06-19;Lundi;Populaire;58
2017-06-19;Lundi;Populaire;214
2017-06-19;Lundi;Populaire;75
2017-06-19;Lundi;Populaire;1037
2017-06-19;Lundi;Populaire;62
2017-06-20;Mardi;CSP en croissance;42
2017-06-20;Mardi;CSP en croissance;347
2017-06-20;Mardi;CSP en croissance;42
2017-06-20;Mardi;CSP en croissance;347
2017-06-20;Mardi;CSP en croissance;198
2017-06-20;Mardi;CSP en croissance;1585
2017-06-20;Mardi;CSP en croissance;136
2017-06-20;Mardi;CSP en croissance;692
2017-06-20;Mardi;CSP en croissance;#
2017-06-20;Mardi;CSP en croissance;27
2017-06-20;Mardi;CSP en croissance;376
2017-06-20;Mardi;CSP en croissance;3702
2017-06-20;Mardi;CSP en croissance;55
2017-06-20;Mardi;CSP en croissance;381
2017-06-20;Mardi;CSP+;42
2017-06-20;Mardi;CSP+;347
2017-06-20;Mardi;CSP+;42
2017-06-20;Mardi;CSP+;347
2017-06-20;Mardi;CSP+;136
2017-06-20;Mardi;CSP+;1212
2017-06-20;Mardi;CSP+;34
2017-06-20;Mardi;CSP+;549
2017-06-20;Mardi;CSP+;340
2017-06-20;Mardi;CSP+;95
2017-06-20;Mardi;CSP+;533
2017-06-20;Mardi;CSP+;307
2017-06-20;Mardi;CSP+;2743
2017-06-20;Mardi;CSP+;52
2017-06-20;Mardi;CSP+;151
2017-06-20;Mardi;CSP+;46
2017-06-20;Mardi;CSP+;176
2017-06-20;Mardi;NR;42
2017-06-20;Mardi;NR;456
2017-06-20;Mardi;NR;42
2017-06-20;Mardi;NR;394
2017-06-20;Mardi;Populaire;42
2017-06-20;Mardi;Populaire;347
2017-06-20;Mardi;Populaire;42
2017-06-20;Mardi;Populaire;347
2017-06-20;Mardi;Populaire;142
2017-06-20;Mardi;Populaire;1977
2017-06-20;Mardi;Populaire;416
2017-06-20;Mardi;Populaire;265
2017-06-20;Mardi;Populaire;144
2017-06-20;Mardi;Populaire;890
2017-06-20;Mardi;Populaire;70
2017-06-20;Mardi;Populaire;527
2017-06-20;Mardi;Populaire;34
2017-06-20;Mardi;Populaire;245
2017-06-20;Mardi;Populaire;77
2017-06-20;Mardi;Populaire;1172
2017-06-20;Mardi;Populaire;53
2017-06-20;Mardi;Populaire;129
2017-06-21;Mercredi;CSP en croissance;44
2017-06-21;Mercredi;CSP en croissance;44
2017-06-21;Mercredi;CSP en croissance;145
2017-06-21;Mercredi;CSP en croissance;1846
2017-06-21;Mercredi;CSP en croissance;58
2017-06-21;Mercredi;CSP en croissance;549
2017-06-21;Mercredi;CSP en croissance;34
2017-06-21;Mercredi;CSP en croissance;349
2017-06-21;Mercredi;CSP en croissance;3852
2017-06-21;Mercredi;CSP en croissance;95
2017-06-21;Mercredi;CSP en croissance;579
2017-06-21;Mercredi;CSP+;44
2017-06-21;Mercredi;CSP+;44
2017-06-21;Mercredi;CSP+;176
2017-06-21;Mercredi;CSP+;1261
2017-06-21;Mercredi;CSP+;60
2017-06-21;Mercredi;CSP+;534
2017-06-21;Mercredi;CSP+;95
2017-06-21;Mercredi;CSP+;542
2017-06-21;Mercredi;CSP+;123
2017-06-21;Mercredi;CSP+;532
2017-06-21;Mercredi;CSP+;217
2017-06-21;Mercredi;CSP+;3021
2017-06-21;Mercredi;CSP+;21
2017-06-21;Mercredi;CSP+;125
2017-06-21;Mercredi;CSP+;29
2017-06-21;Mercredi;CSP+;224
2017-06-21;Mercredi;NR;125
2017-06-21;Mercredi;NR;55
2017-06-21;Mercredi;NR;2843
2017-06-21;Mercredi;Populaire;44
2017-06-21;Mercredi;Populaire;44
2017-06-21;Mercredi;Populaire;136
2017-06-21;Mercredi;Populaire;2087
2017-06-21;Mercredi;Populaire;67
2017-06-21;Mercredi;Populaire;392
2017-06-21;Mercredi;Populaire;26
2017-06-21;Mercredi;Populaire;307
2017-06-21;Mercredi;Populaire;97
2017-06-21;Mercredi;Populaire;967
2017-06-21;Mercredi;Populaire;727
2017-06-21;Mercredi;Populaire;33
2017-06-21;Mercredi;Populaire;241
2017-06-21;Mercredi;Populaire;111
2017-06-21;Mercredi;Populaire;1355
2017-06-21;Mercredi;Populaire;31
2017-06-21;Mercredi;Populaire;184
2017-06-22;Jeudi;CSP en croissance;42
2017-06-22;Jeudi;CSP en croissance;311
2017-06-22;Jeudi;CSP en croissance;42
2017-06-22;Jeudi;CSP en croissance;311
2017-06-22;Jeudi;CSP en croissance;134
2017-06-22;Jeudi;CSP en croissance;1428
2017-06-22;Jeudi;CSP en croissance;111
2017-06-22;Jeudi;CSP en croissance;458
2017-06-22;Jeudi;CSP en croissance;#
2017-06-22;Jeudi;CSP en croissance;#
2017-06-22;Jeudi;CSP en croissance;369
2017-06-22;Jeudi;CSP en croissance;3363
2017-06-22;Jeudi;CSP en croissance;92
2017-06-22;Jeudi;CSP en croissance;401
2017-06-22;Jeudi;CSP+;42
2017-06-22;Jeudi;CSP+;311
2017-06-22;Jeudi;CSP+;42
2017-06-22;Jeudi;CSP+;311
2017-06-22;Jeudi;CSP+;63
2017-06-22;Jeudi;CSP+;1188
2017-06-22;Jeudi;CSP+;25
2017-06-22;Jeudi;CSP+;547
2017-06-22;Jeudi;CSP+;#
2017-06-22;Jeudi;CSP+;361
2017-06-22;Jeudi;CSP+;97
2017-06-22;Jeudi;CSP+;465
2017-06-22;Jeudi;CSP+;296
2017-06-22;Jeudi;CSP+;2874
2017-06-22;Jeudi;CSP+;55
2017-06-22;Jeudi;CSP+;39
2017-06-22;Jeudi;CSP+;206
2017-06-22;Jeudi;NR;42
2017-06-22;Jeudi;NR;438
2017-06-22;Jeudi;NR;42
2017-06-22;Jeudi;NR;389
2017-06-22;Jeudi;Populaire;42
2017-06-22;Jeudi;Populaire;311
2017-06-22;Jeudi;Populaire;42
2017-06-22;Jeudi;Populaire;311
2017-06-22;Jeudi;Populaire;173
2017-06-22;Jeudi;Populaire;1766
2017-06-22;Jeudi;Populaire;28
2017-06-22;Jeudi;Populaire;346
2017-06-22;Jeudi;Populaire;#
2017-06-22;Jeudi;Populaire;244
2017-06-22;Jeudi;Populaire;151
2017-06-22;Jeudi;Populaire;919
2017-06-22;Jeudi;Populaire;37
2017-06-22;Jeudi;Populaire;528
2017-06-22;Jeudi;Populaire;86
2017-06-22;Jeudi;Populaire;242
