Date;JourDeLaSemaine;CSP;Volume
2017-06-22;Jeudi;Populaire;126
2017-06-22;Jeudi;Populaire;1090
2017-06-22;Jeudi;Populaire;117
2017-06-23;Vendredi;CSP en croissance;62
2017-06-23;Vendredi;CSP en croissance;169
2017-06-23;Vendredi;CSP en croissance;990
2017-06-23;Vendredi;CSP en croissance;94
2017-06-23;Vendredi;CSP en croissance;477
2017-06-23;Vendredi;CSP en croissance;#
2017-06-23;Vendredi;CSP en croissance;388
2017-06-23;Vendredi;CSP en croissance;2602
2017-06-23;Vendredi;CSP en croissance;62
2017-06-23;Vendredi;CSP en croissance;342
2017-06-23;Vendredi;CSP+;62
2017-06-23;Vendredi;CSP+;62
2017-06-23;Vendredi;CSP+;168
2017-06-23;Vendredi;CSP+;926
2017-06-23;Vendredi;CSP+;84
2017-06-23;Vendredi;CSP+;531
2017-06-23;Vendredi;CSP+;67
2017-06-23;Vendredi;CSP+;354
2017-06-23;Vendredi;CSP+;136
2017-06-23;Vendredi;CSP+;387
2017-06-23;Vendredi;CSP+;341
2017-06-23;Vendredi;CSP+;2265
2017-06-23;Vendredi;CSP+;57
2017-06-23;Vendredi;CSP+;103
2017-06-23;Vendredi;CSP+;259
2017-06-23;Vendredi;NR;83
2017-06-23;Vendredi;NR;62
2017-06-23;Vendredi;NR;2065
2017-06-23;Vendredi;Populaire;62
2017-06-23;Vendredi;Populaire;62
2017-06-23;Vendredi;Populaire;230
2017-06-23;Vendredi;Populaire;1439
2017-06-23;Vendredi;Populaire;34
2017-06-23;Vendredi;Populaire;268
2017-06-23;Vendredi;Populaire;308
2017-06-23;Vendredi;Populaire;127
2017-06-23;Vendredi;Populaire;700
2017-06-23;Vendredi;Populaire;37
2017-06-23;Vendredi;Populaire;439
2017-06-23;Vendredi;Populaire;68
2017-06-23;Vendredi;Populaire;151
2017-06-23;Vendredi;Populaire;157
2017-06-23;Vendredi;Populaire;826
2017-06-23;Vendredi;Populaire;#
2017-06-23;Vendredi;Populaire;87

