Date;JourDeLaSemaine;Age;Volume
2017-06-12;Lundi;45-54;928
2017-06-12;Lundi;55-64;214
2017-06-12;Lundi;55-64;1805
2017-06-12;Lundi;55-64;142
2017-06-12;Lundi;55-64;812
2017-06-12;Lundi;<18;321
2017-06-12;Lundi;<18;2777
2017-06-12;Lundi;<18;189
2017-06-12;Lundi;<18;1218
2017-06-12;Lundi;>65;252
2017-06-12;Lundi;>65;2431
2017-06-12;Lundi;>65;149
2017-06-12;Lundi;>65;835
2017-06-13;Mardi;18-24;123
2017-06-13;Mardi;18-24;1386
2017-06-13;Mardi;18-24;138
2017-06-13;Mardi;18-24;829
2017-06-13;Mardi;25-34;130
2017-06-13;Mardi;25-34;1607
2017-06-13;Mardi;25-34;203
2017-06-13;Mardi;25-34;1001
2017-06-13;Mardi;35-44;169
2017-06-13;Mardi;35-44;1920
2017-06-13;Mardi;35-44;127
2017-06-13;Mardi;35-44;1065
2017-06-13;Mardi;45-54;214
2017-06-13;Mardi;45-54;2186
2017-06-13;Mardi;45-54;190
2017-06-13;Mardi;45-54;1151
2017-06-13;Mardi;55-64;199
2017-06-13;Mardi;55-64;2026
2017-06-13;Mardi;55-64;153
2017-06-13;Mardi;55-64;924
2017-06-13;Mardi;<18;267
2017-06-13;Mardi;<18;2916
2017-06-13;Mardi;<18;231
2017-06-13;Mardi;<18;1463
2017-06-13;Mardi;>65;234
2017-06-13;Mardi;>65;2576
2017-06-13;Mardi;>65;144
2017-06-13;Mardi;>65;1053
2017-06-14;Mercredi;18-24;156
2017-06-14;Mercredi;18-24;1423
2017-06-14;Mercredi;18-24;95
2017-06-14;Mercredi;18-24;731
2017-06-14;Mercredi;25-34;183
2017-06-14;Mercredi;25-34;1804
2017-06-14;Mercredi;25-34;183
2017-06-14;Mercredi;25-34;946
2017-06-14;Mercredi;35-44;223
2017-06-14;Mercredi;35-44;2085
2017-06-14;Mercredi;35-44;144
2017-06-14;Mercredi;35-44;1025
2017-06-14;Mercredi;45-54;216
2017-06-14;Mercredi;45-54;2157
2017-06-14;Mercredi;45-54;158
2017-06-14;Mercredi;45-54;989
2017-06-14;Mercredi;55-64;237
2017-06-14;Mercredi;55-64;2058
2017-06-14;Mercredi;55-64;139
2017-06-14;Mercredi;55-64;906
2017-06-14;Mercredi;<18;335
2017-06-14;Mercredi;<18;3043
2017-06-14;Mercredi;<18;206
2017-06-14;Mercredi;<18;1343
2017-06-14;Mercredi;>65;327
2017-06-14;Mercredi;>65;2680
2017-06-14;Mercredi;>65;133
2017-06-14;Mercredi;>65;933
2017-06-15;Jeudi;18-24;144
2017-06-15;Jeudi;18-24;1443
2017-06-15;Jeudi;18-24;88
2017-06-15;Jeudi;18-24;701
2017-06-15;Jeudi;25-34;161
2017-06-15;Jeudi;25-34;1724
2017-06-15;Jeudi;25-34;159
2017-06-15;Jeudi;25-34;856
2017-06-15;Jeudi;35-44;223
2017-06-15;Jeudi;35-44;1968
2017-06-15;Jeudi;35-44;117
2017-06-15;Jeudi;35-44;994
2017-06-15;Jeudi;45-54;209
2017-06-15;Jeudi;45-54;2249
2017-06-15;Jeudi;45-54;140
2017-06-15;Jeudi;45-54;958
2017-06-15;Jeudi;55-64;224
2017-06-15;Jeudi;55-64;1966
2017-06-15;Jeudi;55-64;101
2017-06-15;Jeudi;55-64;845
2017-06-15;Jeudi;<18;311
2017-06-15;Jeudi;<18;2968
2017-06-15;Jeudi;<18;179
2017-06-15;Jeudi;<18;1282
2017-06-15;Jeudi;>65;287
2017-06-15;Jeudi;>65;2548
2017-06-15;Jeudi;>65;140
2017-06-15;Jeudi;>65;912
2017-06-16;Vendredi;18-24;152
2017-06-16;Vendredi;18-24;1458
2017-06-16;Vendredi;18-24;114
2017-06-16;Vendredi;18-24;795
2017-06-16;Vendredi;25-34;193
2017-06-16;Vendredi;25-34;1863
2017-06-16;Vendredi;25-34;198
2017-06-16;Vendredi;25-34;982
2017-06-16;Vendredi;35-44;230
2017-06-16;Vendredi;35-44;2048
2017-06-16;Vendredi;35-44;139
2017-06-16;Vendredi;35-44;1135
2017-06-16;Vendredi;45-54;251
2017-06-16;Vendredi;45-54;2198
2017-06-16;Vendredi;45-54;164
2017-06-16;Vendredi;45-54;1067
2017-06-16;Vendredi;55-64;223
2017-06-16;Vendredi;55-64;2184
2017-06-16;Vendredi;55-64;125
2017-06-16;Vendredi;55-64;1003
2017-06-16;Vendredi;<18;332
2017-06-16;Vendredi;<18;3163
2017-06-16;Vendredi;<18;213
2017-06-16;Vendredi;<18;1474
2017-06-16;Vendredi;>65;271
2017-06-16;Vendredi;>65;2835
2017-06-16;Vendredi;>65;138
2017-06-16;Vendredi;>65;1046
2017-06-17;Samedi;18-24;110
2017-06-17;Samedi;18-24;1090
2017-06-17;Samedi;18-24;48
2017-06-17;Samedi;18-24;604
2017-06-17;Samedi;25-34;119
2017-06-17;Samedi;25-34;1288
2017-06-17;Samedi;25-34;111
2017-06-17;Samedi;25-34;789
2017-06-17;Samedi;35-44;169
2017-06-17;Samedi;35-44;1743
2017-06-17;Samedi;35-44;86
2017-06-17;Samedi;35-44;819
2017-06-17;Samedi;45-54;173
2017-06-17;Samedi;45-54;1728
2017-06-17;Samedi;45-54;111
2017-06-17;Samedi;45-54;944
2017-06-17;Samedi;55-64;167
2017-06-17;Samedi;55-64;1469
2017-06-17;Samedi;55-64;67
2017-06-17;Samedi;55-64;735
2017-06-17;Samedi;<18;249
2017-06-17;Samedi;<18;2481
2017-06-17;Samedi;<18;121
2017-06-17;Samedi;<18;1153
2017-06-17;Samedi;>65;251
2017-06-17;Samedi;>65;2535
2017-06-17;Samedi;>65;76
2017-06-17;Samedi;>65;813
2017-06-18;Dimanche;18-24;61
2017-06-18;Dimanche;18-24;835
2017-06-18;Dimanche;18-24;36
2017-06-18;Dimanche;18-24;402
2017-06-18;Dimanche;25-34;65
2017-06-18;Dimanche;25-34;968
2017-06-18;Dimanche;25-34;62
2017-06-18;Dimanche;25-34;516
2017-06-18;Dimanche;35-44;94
2017-06-18;Dimanche;35-44;1304
2017-06-18;Dimanche;35-44;47
2017-06-18;Dimanche;35-44;564
2017-06-18;Dimanche;45-54;90
2017-06-18;Dimanche;45-54;1148
2017-06-18;Dimanche;45-54;62
2017-06-18;Dimanche;45-54;549
2017-06-18;Dimanche;55-64;94
2017-06-18;Dimanche;55-64;1151
2017-06-18;Dimanche;55-64;59
2017-06-18;Dimanche;55-64;422
2017-06-18;Dimanche;<18;136
2017-06-18;Dimanche;<18;1827
2017-06-18;Dimanche;<18;81
2017-06-18;Dimanche;<18;736
2017-06-18;Dimanche;>65;141
2017-06-18;Dimanche;>65;1901
2017-06-18;Dimanche;>65;63
2017-06-18;Dimanche;>65;564
2017-06-19;Lundi;18-24;95
2017-06-19;Lundi;18-24;1188
2017-06-19;Lundi;18-24;71
2017-06-19;Lundi;18-24;679
2017-06-19;Lundi;25-34;93
2017-06-19;Lundi;25-34;1390
2017-06-19;Lundi;25-34;106
2017-06-19;Lundi;25-34;734
2017-06-19;Lundi;35-44;176
2017-06-19;Lundi;35-44;1730
2017-06-19;Lundi;35-44;132
2017-06-19;Lundi;35-44;962
2017-06-19;Lundi;45-54;148
2017-06-19;Lundi;45-54;1821
2017-06-19;Lundi;45-54;136
2017-06-19;Lundi;45-54;920
2017-06-19;Lundi;55-64;166
2017-06-19;Lundi;55-64;1782
2017-06-19;Lundi;55-64;87
2017-06-19;Lundi;55-64;799
2017-06-19;Lundi;<18;222
2017-06-19;Lundi;<18;2535
2017-06-19;Lundi;<18;155
2017-06-19;Lundi;<18;1198
2017-06-19;Lundi;>65;212
2017-06-19;Lundi;>65;2263
2017-06-19;Lundi;>65;113
2017-06-19;Lundi;>65;852
2017-06-20;Mardi;18-24;133
2017-06-20;Mardi;18-24;1281
2017-06-20;Mardi;18-24;80
2017-06-20;Mardi;18-24;755
2017-06-20;Mardi;25-34;154
2017-06-20;Mardi;25-34;1492
2017-06-20;Mardi;25-34;120
2017-06-20;Mardi;25-34;908
2017-06-20;Mardi;35-44;248
2017-06-20;Mardi;35-44;1942
2017-06-20;Mardi;35-44;89
2017-06-20;Mardi;35-44;999
2017-06-20;Mardi;45-54;201
2017-06-20;Mardi;45-54;2026
2017-06-20;Mardi;45-54;158
2017-06-20;Mardi;45-54;1069
2017-06-20;Mardi;55-64;209
2017-06-20;Mardi;55-64;1890
2017-06-20;Mardi;55-64;114
2017-06-20;Mardi;55-64;909
2017-06-20;Mardi;<18;293
2017-06-20;Mardi;<18;2715
2017-06-20;Mardi;<18;164
2017-06-20;Mardi;<18;1370
2017-06-20;Mardi;>65;236
2017-06-20;Mardi;>65;2286
2017-06-20;Mardi;>65;109
2017-06-20;Mardi;>65;998
2017-06-21;Mercredi;18-24;104
2017-06-21;Mercredi;18-24;1443
2017-06-21;Mercredi;18-24;98
2017-06-21;Mercredi;18-24;784
2017-06-21;Mercredi;25-34;138
2017-06-21;Mercredi;25-34;1787
2017-06-21;Mercredi;25-34;177
2017-06-21;Mercredi;25-34;1107
2017-06-21;Mercredi;35-44;193
2017-06-21;Mercredi;35-44;2183
2017-06-21;Mercredi;35-44;91
2017-06-21;Mercredi;35-44;980
2017-06-21;Mercredi;45-54;134
2017-06-21;Mercredi;45-54;2071
2017-06-21;Mercredi;45-54;151
2017-06-21;Mercredi;45-54;1043
2017-06-21;Mercredi;55-64;190
2017-06-21;Mercredi;55-64;2077
2017-06-21;Mercredi;55-64;124
2017-06-21;Mercredi;55-64;973
2017-06-21;Mercredi;<18;250
2017-06-21;Mercredi;<18;3012
2017-06-21;Mercredi;<18;182
2017-06-21;Mercredi;<18;1406
2017-06-21;Mercredi;>65;245
2017-06-21;Mercredi;>65;2551
2017-06-21;Mercredi;>65;107
2017-06-21;Mercredi;>65;913
2017-06-22;Jeudi;18-24;109
2017-06-22;Jeudi;18-24;1194
2017-06-22;Jeudi;18-24;88
2017-06-22;Jeudi;18-24;672
2017-06-22;Jeudi;25-34;143
2017-06-22;Jeudi;25-34;1532
2017-06-22;Jeudi;25-34;154
2017-06-22;Jeudi;25-34;851
2017-06-22;Jeudi;35-44;215
2017-06-22;Jeudi;35-44;1827
2017-06-22;Jeudi;35-44;91
2017-06-22;Jeudi;35-44;904
2017-06-22;Jeudi;45-54;144
2017-06-22;Jeudi;45-54;1895
2017-06-22;Jeudi;45-54;152
2017-06-22;Jeudi;45-54;956
2017-06-22;Jeudi;55-64;173
2017-06-22;Jeudi;55-64;1676
2017-06-22;Jeudi;55-64;154
2017-06-22;Jeudi;55-64;862
2017-06-22;Jeudi;<18;246
2017-06-22;Jeudi;<18;2582
2017-06-22;Jeudi;<18;189
2017-06-22;Jeudi;<18;1235
2017-06-22;Jeudi;>65;206
2017-06-22;Jeudi;>65;2265
2017-06-22;Jeudi;>65;147
2017-06-22;Jeudi;>65;849
2017-06-23;Vendredi;18-24;148
2017-06-23;Vendredi;18-24;987
2017-06-23;Vendredi;18-24;101
2017-06-23;Vendredi;18-24;564
2017-06-23;Vendredi;25-34;162
2017-06-23;Vendredi;25-34;1069
2017-06-23;Vendredi;25-34;177
2017-06-23;Vendredi;25-34;671
2017-06-23;Vendredi;35-44;218
2017-06-23;Vendredi;35-44;1375
2017-06-23;Vendredi;35-44;106
2017-06-23;Vendredi;35-44;687
2017-06-23;Vendredi;45-54;184
2017-06-23;Vendredi;45-54;1392
2017-06-23;Vendredi;45-54;173
2017-06-23;Vendredi;45-54;848
2017-06-23;Vendredi;55-64;247
2017-06-23;Vendredi;55-64;1491
2017-06-23;Vendredi;55-64;165
2017-06-23;Vendredi;55-64;775
2017-06-23;Vendredi;<18;311
2017-06-23;Vendredi;<18;2041
2017-06-23;Vendredi;<18;213
2017-06-23;Vendredi;<18;1043
2017-06-23;Vendredi;>65;288
2017-06-23;Vendredi;>65;1876
2017-06-23;Vendredi;>65;154
2017-06-23;Vendredi;>65;745

