Date,Age,Volume
2016-05-30,65 ans et +,2494
2016-05-30,65 ans et +,367
2016-05-30,65 ans et +,459
2016-05-30,65 ans et +,91
2016-05-30,NR,1482
2016-05-30,NR,403
2016-05-30,NR,235
2016-05-30,NR,91
2016-05-31,CUMUL,13434
2016-05-31,CUMUL,3382
2016-05-31,CUMUL,1982
2016-05-31,CUMUL,637
2016-05-31,18-24 ans,194
2016-05-31,18-24 ans,137
2016-05-31,18-24 ans,30
2016-05-31,18-24 ans,27
2016-05-31,25-34 ans,1032
2016-05-31,25-34 ans,360
2016-05-31,25-34 ans,102
2016-05-31,25-34 ans,55
2016-05-31,35-44 ans,2014
2016-05-31,35-44 ans,519
2016-05-31,35-44 ans,317
2016-05-31,35-44 ans,90
2016-05-31,45-54 ans,3047
2016-05-31,45-54 ans,873
2016-05-31,45-54 ans,409
2016-05-31,45-54 ans,181
2016-05-31,55-64 ans,2587
2016-05-31,55-64 ans,714
2016-05-31,55-64 ans,368
2016-05-31,55-64 ans,132
2016-05-31,65 ans et +,2924
2016-05-31,65 ans et +,346
2016-05-31,65 ans et +,460
2016-05-31,65 ans et +,76
2016-05-31,NR,1636
2016-05-31,NR,433
2016-05-31,NR,296
2016-05-31,NR,76
2016-06-01,CUMUL,13546
2016-06-01,CUMUL,3552
2016-06-01,CUMUL,2053
2016-06-01,CUMUL,510
2016-06-01,18-24 ans,173
2016-06-01,18-24 ans,125
2016-06-01,18-24 ans,30
2016-06-01,18-24 ans,#
2016-06-01,25-34 ans,1238
2016-06-01,25-34 ans,376
2016-06-01,25-34 ans,122
2016-06-01,25-34 ans,33
2016-06-01,35-44 ans,2057
2016-06-01,35-44 ans,663
2016-06-01,35-44 ans,409
2016-06-01,35-44 ans,135
2016-06-01,45-54 ans,3131
2016-06-01,45-54 ans,981
2016-06-01,45-54 ans,450
2016-06-01,45-54 ans,135
2016-06-01,55-64 ans,2466
2016-06-01,55-64 ans,545
2016-06-01,55-64 ans,378
2016-06-01,55-64 ans,67
2016-06-01,65 ans et +,2793
2016-06-01,65 ans et +,435
2016-06-01,65 ans et +,429
2016-06-01,65 ans et +,67
2016-06-01,NR,1688
2016-06-01,NR,427
2016-06-01,NR,235
2016-06-01,NR,60
2016-06-02,CUMUL,13388
2016-06-02,CUMUL,3735
2016-06-02,CUMUL,2217
2016-06-02,CUMUL,661
2016-06-02,18-24 ans,174
2016-06-02,18-24 ans,136
2016-06-02,18-24 ans,30
2016-06-02,18-24 ans,#
2016-06-02,25-34 ans,993
2016-06-02,25-34 ans,403
2016-06-02,25-34 ans,163
2016-06-02,25-34 ans,62
2016-06-02,35-44 ans,2190
2016-06-02,35-44 ans,669
2016-06-02,35-44 ans,378
2016-06-02,35-44 ans,117
2016-06-02,45-54 ans,3091
2016-06-02,45-54 ans,936
2016-06-02,45-54 ans,501
2016-06-02,45-54 ans,145
2016-06-02,55-64 ans,2569
2016-06-02,55-64 ans,778
2016-06-02,55-64 ans,501
2016-06-02,55-64 ans,145
2016-06-02,65 ans et +,2723
2016-06-02,65 ans et +,410
2016-06-02,65 ans et +,399
2016-06-02,65 ans et +,110
2016-06-02,NR,1648
2016-06-02,NR,403
2016-06-02,NR,245
2016-06-02,NR,62
2016-06-03,CUMUL,13839
2016-06-03,CUMUL,3794
2016-06-03,CUMUL,2166
2016-06-03,CUMUL,600
2016-06-03,18-24 ans,215
2016-06-03,18-24 ans,152
2016-06-03,18-24 ans,51
2016-06-03,18-24 ans,#
2016-06-03,25-34 ans,1095
2016-06-03,25-34 ans,391
2016-06-03,25-34 ans,81
2016-06-03,25-34 ans,58
2016-06-03,35-44 ans,2283
2016-06-03,35-44 ans,594
2016-06-03,35-44 ans,307
2016-06-03,35-44 ans,88
2016-06-03,45-54 ans,3132
2016-06-03,45-54 ans,1021
2016-06-03,45-54 ans,429
2016-06-03,45-54 ans,139
2016-06-03,55-64 ans,2518
2016-06-03,55-64 ans,789
2016-06-03,55-64 ans,419
2016-06-03,55-64 ans,95
2016-06-03,65 ans et +,2917
2016-06-03,65 ans et +,413
2016-06-03,65 ans et +,603
2016-06-03,65 ans et +,103
2016-06-03,NR,1679
2016-06-03,NR,434
2016-06-03,NR,276
2016-06-03,NR,103
2016-06-04,CUMUL,11540
2016-06-04,CUMUL,3932
2016-06-04,CUMUL,1736
2016-06-04,CUMUL,591
2016-06-04,18-24 ans,184
2016-06-04,18-24 ans,158
2016-06-04,18-24 ans,40
2016-06-04,18-24 ans,#
2016-06-04,25-34 ans,1126
2016-06-04,25-34 ans,505
2016-06-04,25-34 ans,143
2016-06-04,25-34 ans,67
2016-06-04,35-44 ans,1843
2016-06-04,35-44 ans,534
2016-06-04,35-44 ans,337
2016-06-04,35-44 ans,54
2016-06-04,45-54 ans,2406
2016-06-04,45-54 ans,1003
2016-06-04,45-54 ans,286
2016-06-04,45-54 ans,155
2016-06-04,55-64 ans,1997
2016-06-04,55-64 ans,751
2016-06-04,55-64 ans,296
2016-06-04,55-64 ans,141
2016-06-04,65 ans et +,2622
2016-06-04,65 ans et +,563
2016-06-04,65 ans et +,460
2016-06-04,65 ans et +,108
2016-06-04,NR,1362
2016-06-04,NR,418
2016-06-04,NR,174
2016-06-04,NR,60
2016-06-05,CUMUL,8019
2016-06-05,CUMUL,2564
2016-06-05,CUMUL,1204
2016-06-05,CUMUL,496
2016-06-05,18-24 ans,112
2016-06-05,18-24 ans,93
2016-06-05,18-24 ans,30
2016-06-05,18-24 ans,32
2016-06-05,25-34 ans,727
2016-06-05,25-34 ans,294
2016-06-05,25-34 ans,30
2016-06-05,25-34 ans,72
2016-06-05,35-44 ans,1239
2016-06-05,35-44 ans,294
2016-06-05,35-44 ans,235
2016-06-05,35-44 ans,72
2016-06-05,45-54 ans,1475
2016-06-05,45-54 ans,581
2016-06-05,45-54 ans,194
2016-06-05,45-54 ans,80
2016-06-05,55-64 ans,1383
2016-06-05,55-64 ans,628
2016-06-05,55-64 ans,214
2016-06-05,55-64 ans,104
2016-06-05,65 ans et +,2090
2016-06-05,65 ans et +,333
2016-06-05,65 ans et +,348
2016-06-05,65 ans et +,64
2016-06-05,NR,993
2016-06-05,NR,341
2016-06-05,NR,153
2016-06-05,NR,72
2016-06-06,CUMUL,13835
2016-06-06,CUMUL,3754
2016-06-06,CUMUL,2427
2016-06-06,CUMUL,754
2016-06-06,18-24 ans,205
2016-06-06,18-24 ans,138
2016-06-06,18-24 ans,41
2016-06-06,18-24 ans,21
2016-06-06,25-34 ans,1200
2016-06-06,25-34 ans,474
2016-06-06,25-34 ans,215
2016-06-06,25-34 ans,106
2016-06-06,35-44 ans,2205
2016-06-06,35-44 ans,547
2016-06-06,35-44 ans,471
2016-06-06,35-44 ans,127
2016-06-06,45-54 ans,2974
2016-06-06,45-54 ans,977
2016-06-06,45-54 ans,492
2016-06-06,45-54 ans,205
2016-06-06,55-64 ans,2677
2016-06-06,55-64 ans,780
2016-06-06,55-64 ans,502
2016-06-06,55-64 ans,148
2016-06-06,65 ans et +,2933
2016-06-06,65 ans et +,342
2016-06-06,65 ans et +,471
2016-06-06,65 ans et +,70
2016-06-06,NR,1641
2016-06-06,NR,496
2016-06-06,NR,235
2016-06-06,NR,77
2016-06-07,CUMUL,13722
2016-06-07,CUMUL,3727
2016-06-07,CUMUL,2182
2016-06-07,CUMUL,678
2016-06-07,18-24 ans,184
2016-06-07,18-24 ans,146
2016-06-07,18-24 ans,41
2016-06-07,18-24 ans,28
2016-06-07,25-34 ans,1210
2016-06-07,25-34 ans,396
2016-06-07,25-34 ans,153
2016-06-07,25-34 ans,70
2016-06-07,35-44 ans,2205
2016-06-07,35-44 ans,594
2016-06-07,35-44 ans,359
2016-06-07,35-44 ans,106
2016-06-07,45-54 ans,3118
2016-06-07,45-54 ans,969
2016-06-07,45-54 ans,512
2016-06-07,45-54 ans,184
2016-06-07,55-64 ans,2728
2016-06-07,55-64 ans,697
2016-06-07,55-64 ans,420
2016-06-07,55-64 ans,92
2016-06-07,65 ans et +,2698
2016-06-07,65 ans et +,433
2016-06-07,65 ans et +,451
2016-06-07,65 ans et +,92
2016-06-07,NR,1579
2016-06-07,NR,492
2016-06-07,NR,246
2016-06-07,NR,106
